title,house_type,house_address,rent_fee,image,owner_id
Pedetes capensis,blue,48,65804,http://dummyimage.com/111x100.png/dddddd/000000,48
Paraxerus cepapi,white,0,98615,http://dummyimage.com/139x100.png/5fa2dd/ffffff,60
Zalophus californicus,green,1690,52403,http://dummyimage.com/169x100.png/dddddd/000000,40
Phalaropus lobatus,red,63,41080,http://dummyimage.com/120x100.png/5fa2dd/ffffff,11
Microcebus murinus,green,1739,77269,http://dummyimage.com/223x100.png/5fa2dd/ffffff,37
Diceros bicornis,blue,22,95682,http://dummyimage.com/205x100.png/5fa2dd/ffffff,43
Ephipplorhynchus senegalensis,green,69337,66872,http://dummyimage.com/130x100.png/5fa2dd/ffffff,28
Tayassu pecari,red,8,68542,http://dummyimage.com/201x100.png/5fa2dd/ffffff,16
Trichosurus vulpecula,red,2594,43481,http://dummyimage.com/214x100.png/ff4444/ffffff,18
Felis concolor,blue,7,98292,http://dummyimage.com/235x100.png/cc0000/ffffff,66
Canis lupus baileyi,blue,0,19916,http://dummyimage.com/118x100.png/dddddd/000000,96
Morelia spilotes variegata,green,12539,84466,http://dummyimage.com/104x100.png/ff4444/ffffff,61
Stercorarius longicausus,green,131,70991,http://dummyimage.com/220x100.png/dddddd/000000,64
Diomedea irrorata,green,387,34961,http://dummyimage.com/160x100.png/cc0000/ffffff,93
Crocodylus niloticus,green,1,41849,http://dummyimage.com/199x100.png/cc0000/ffffff,2
Plegadis falcinellus,blue,92824,13044,http://dummyimage.com/160x100.png/5fa2dd/ffffff,14
Didelphis virginiana,white,1700,28055,http://dummyimage.com/177x100.png/5fa2dd/ffffff,68
Charadrius tricollaris,blue,44,78441,http://dummyimage.com/203x100.png/ff4444/ffffff,11
Phalacrocorax niger,blue,4,47753,http://dummyimage.com/246x100.png/ff4444/ffffff,88
Grus antigone,red,758,65721,http://dummyimage.com/101x100.png/5fa2dd/ffffff,13
Plegadis ridgwayi,green,1,24293,http://dummyimage.com/246x100.png/5fa2dd/ffffff,90
Equus hemionus,white,23241,44898,http://dummyimage.com/188x100.png/ff4444/ffffff,69
Pseudocheirus peregrinus,blue,30,44299,http://dummyimage.com/143x100.png/dddddd/000000,76
unavailable,blue,14,30052,http://dummyimage.com/224x100.png/cc0000/ffffff,7
Cervus duvauceli,blue,26098,28532,http://dummyimage.com/117x100.png/ff4444/ffffff,11
Litrocranius walleri,red,8,89092,http://dummyimage.com/178x100.png/ff4444/ffffff,83
Macropus rufogriseus,green,781,72534,http://dummyimage.com/143x100.png/ff4444/ffffff,61
Boa caninus,green,950,58615,http://dummyimage.com/235x100.png/5fa2dd/ffffff,74
Oxybelis fulgidus,blue,88469,52500,http://dummyimage.com/239x100.png/5fa2dd/ffffff,51
Amphibolurus barbatus,green,670,29719,http://dummyimage.com/157x100.png/cc0000/ffffff,87
Chauna torquata,blue,148,90540,http://dummyimage.com/110x100.png/dddddd/000000,48
Ovis ammon,red,0227,88636,http://dummyimage.com/164x100.png/dddddd/000000,23
Aegypius tracheliotus,red,80,91929,http://dummyimage.com/114x100.png/cc0000/ffffff,22
Iguana iguana,green,91,61572,http://dummyimage.com/183x100.png/ff4444/ffffff,85
Canis lupus,white,5553,37451,http://dummyimage.com/249x100.png/cc0000/ffffff,20
Tamandua tetradactyla,red,9,14571,http://dummyimage.com/102x100.png/5fa2dd/ffffff,86
Charadrius tricollaris,green,43913,49617,http://dummyimage.com/126x100.png/ff4444/ffffff,78
Actophilornis africanus,blue,7415,17907,http://dummyimage.com/131x100.png/5fa2dd/ffffff,64
Sylvicapra grimma,blue,418,57535,http://dummyimage.com/181x100.png/dddddd/000000,94
Phalacrocorax varius,green,06,13827,http://dummyimage.com/200x100.png/dddddd/000000,69
Varanus salvator,blue,55079,21441,http://dummyimage.com/170x100.png/5fa2dd/ffffff,70
Trachyphonus vaillantii,blue,2,89761,http://dummyimage.com/223x100.png/5fa2dd/ffffff,99
Acridotheres tristis,red,83464,15001,http://dummyimage.com/145x100.png/5fa2dd/ffffff,77
Zenaida galapagoensis,blue,5,72491,http://dummyimage.com/150x100.png/5fa2dd/ffffff,17
Felis concolor,green,1370,92222,http://dummyimage.com/122x100.png/5fa2dd/ffffff,93
Tamandua tetradactyla,green,64,97589,http://dummyimage.com/143x100.png/ff4444/ffffff,79
Columba livia,red,21760,56747,http://dummyimage.com/192x100.png/ff4444/ffffff,5
Tiliqua scincoides,green,654,75192,http://dummyimage.com/182x100.png/cc0000/ffffff,30
Felis concolor,white,539,33095,http://dummyimage.com/117x100.png/ff4444/ffffff,43
Tapirus terrestris,green,9,80395,http://dummyimage.com/200x100.png/ff4444/ffffff,32
Anas bahamensis,green,2104,74261,http://dummyimage.com/205x100.png/ff4444/ffffff,13
Gyps fulvus,red,0,33661,http://dummyimage.com/236x100.png/ff4444/ffffff,74
Agelaius phoeniceus,blue,425,61239,http://dummyimage.com/219x100.png/5fa2dd/ffffff,72
Phalacrocorax carbo,green,31915,74035,http://dummyimage.com/185x100.png/ff4444/ffffff,92
Macropus rufogriseus,green,601,42830,http://dummyimage.com/164x100.png/ff4444/ffffff,41
Anthropoides paradisea,blue,45,52017,http://dummyimage.com/151x100.png/5fa2dd/ffffff,8
Mungos mungo,green,34,62032,http://dummyimage.com/189x100.png/ff4444/ffffff,19
Bassariscus astutus,blue,87168,22508,http://dummyimage.com/133x100.png/5fa2dd/ffffff,99
Microcavia australis,blue,114,47869,http://dummyimage.com/208x100.png/cc0000/ffffff,58
Vulpes chama,blue,86230,89408,http://dummyimage.com/166x100.png/5fa2dd/ffffff,42
Bos mutus,red,10157,99651,http://dummyimage.com/143x100.png/5fa2dd/ffffff,16
Vanellus armatus,green,14,13343,http://dummyimage.com/207x100.png/cc0000/ffffff,54
Tapirus terrestris,green,9,88661,http://dummyimage.com/183x100.png/cc0000/ffffff,29
Pavo cristatus,green,62,38532,http://dummyimage.com/110x100.png/cc0000/ffffff,43
Myiarchus tuberculifer,white,29218,89050,http://dummyimage.com/243x100.png/5fa2dd/ffffff,15
Dasyurus viverrinus,blue,99,94234,http://dummyimage.com/155x100.png/ff4444/ffffff,65
Porphyrio porphyrio,red,404,95592,http://dummyimage.com/121x100.png/dddddd/000000,15
Milvus migrans,red,93626,20015,http://dummyimage.com/222x100.png/ff4444/ffffff,16
Sylvicapra grimma,white,44,66421,http://dummyimage.com/198x100.png/cc0000/ffffff,51
Hippotragus niger,blue,3,70831,http://dummyimage.com/166x100.png/dddddd/000000,7
Anastomus oscitans,green,6945,40546,http://dummyimage.com/219x100.png/dddddd/000000,23
unavailable,red,44369,38187,http://dummyimage.com/217x100.png/dddddd/000000,37
Gekko gecko,green,8,21996,http://dummyimage.com/158x100.png/5fa2dd/ffffff,42
Anas bahamensis,red,85463,47125,http://dummyimage.com/155x100.png/ff4444/ffffff,60
Ara ararauna,blue,540,97933,http://dummyimage.com/237x100.png/5fa2dd/ffffff,91
Motacilla aguimp,white,9,84865,http://dummyimage.com/223x100.png/cc0000/ffffff,55
Gymnorhina tibicen,red,16,98411,http://dummyimage.com/150x100.png/dddddd/000000,98
Junonia genoveua,red,4,41973,http://dummyimage.com/227x100.png/5fa2dd/ffffff,15
Laniaurius atrococcineus,green,17,62777,http://dummyimage.com/182x100.png/cc0000/ffffff,4
Cervus duvauceli,white,4,53063,http://dummyimage.com/201x100.png/ff4444/ffffff,85
Macropus eugenii,white,7,36231,http://dummyimage.com/238x100.png/dddddd/000000,20
Ara chloroptera,blue,34738,56386,http://dummyimage.com/202x100.png/ff4444/ffffff,85
Equus burchelli,green,0,49305,http://dummyimage.com/206x100.png/5fa2dd/ffffff,38
Mungos mungo,red,76,93459,http://dummyimage.com/117x100.png/5fa2dd/ffffff,66
Cereopsis novaehollandiae,red,7,24064,http://dummyimage.com/158x100.png/ff4444/ffffff,5
Canis aureus,red,92346,59402,http://dummyimage.com/100x100.png/cc0000/ffffff,33
Felis silvestris lybica,blue,7,66370,http://dummyimage.com/108x100.png/ff4444/ffffff,92
Macaca radiata,green,2,10109,http://dummyimage.com/171x100.png/5fa2dd/ffffff,8
Canis lupus baileyi,green,923,21003,http://dummyimage.com/160x100.png/5fa2dd/ffffff,25
Gymnorhina tibicen,green,599,11206,http://dummyimage.com/113x100.png/dddddd/000000,28
Cebus albifrons,blue,426,68125,http://dummyimage.com/181x100.png/dddddd/000000,83
Upupa epops,red,86384,98117,http://dummyimage.com/180x100.png/cc0000/ffffff,88
Aquila chrysaetos,green,0,90008,http://dummyimage.com/118x100.png/cc0000/ffffff,13
Anastomus oscitans,green,46084,81115,http://dummyimage.com/101x100.png/5fa2dd/ffffff,96
Catharacta skua,blue,00,44461,http://dummyimage.com/220x100.png/ff4444/ffffff,85
Lama guanicoe,green,5924,39250,http://dummyimage.com/247x100.png/5fa2dd/ffffff,5
Cervus duvauceli,green,76301,56133,http://dummyimage.com/209x100.png/ff4444/ffffff,48
Heloderma horridum,blue,33210,32351,http://dummyimage.com/186x100.png/dddddd/000000,31
Chelodina longicollis,blue,7,37788,http://dummyimage.com/135x100.png/cc0000/ffffff,57
Paraxerus cepapi,green,23979,48323,http://dummyimage.com/159x100.png/ff4444/ffffff,99
Mabuya spilogaster,green,5413,30373,http://dummyimage.com/248x100.png/5fa2dd/ffffff,16
Macropus robustus,green,9,86409,http://dummyimage.com/222x100.png/cc0000/ffffff,48
Macropus fuliginosus,green,3,57547,http://dummyimage.com/100x100.png/ff4444/ffffff,71
Connochaetus taurinus,green,9431,86818,http://dummyimage.com/236x100.png/5fa2dd/ffffff,6
Dasyurus maculatus,red,828,31704,http://dummyimage.com/188x100.png/ff4444/ffffff,35
Rana sp.,red,413,39380,http://dummyimage.com/118x100.png/dddddd/000000,19
Lasiodora parahybana,blue,43,26467,http://dummyimage.com/117x100.png/dddddd/000000,69
Ephippiorhynchus mycteria,blue,74,44189,http://dummyimage.com/104x100.png/ff4444/ffffff,35
Bos mutus,blue,5599,58823,http://dummyimage.com/109x100.png/ff4444/ffffff,14
Gekko gecko,blue,92,59864,http://dummyimage.com/201x100.png/ff4444/ffffff,43
Damaliscus lunatus,blue,66,80265,http://dummyimage.com/236x100.png/ff4444/ffffff,21
Sarcophilus harrisii,white,177,28778,http://dummyimage.com/163x100.png/ff4444/ffffff,67
Dasyurus maculatus,blue,01015,75001,http://dummyimage.com/153x100.png/ff4444/ffffff,55
Ratufa indica,red,7470,91529,http://dummyimage.com/207x100.png/dddddd/000000,42
Gorilla gorilla,red,57872,30936,http://dummyimage.com/133x100.png/cc0000/ffffff,55
Nyctereutes procyonoides,green,02630,95157,http://dummyimage.com/201x100.png/cc0000/ffffff,83
Mirounga angustirostris,green,09,76159,http://dummyimage.com/128x100.png/cc0000/ffffff,86
Dasypus novemcinctus,green,28,16912,http://dummyimage.com/175x100.png/5fa2dd/ffffff,56
Ploceus intermedius,green,95,53728,http://dummyimage.com/169x100.png/cc0000/ffffff,16
Francolinus swainsonii,green,74669,20635,http://dummyimage.com/249x100.png/ff4444/ffffff,43
Gorilla gorilla,blue,4,60492,http://dummyimage.com/214x100.png/ff4444/ffffff,40
Sylvicapra grimma,green,0,59581,http://dummyimage.com/246x100.png/5fa2dd/ffffff,63
Crotaphytus collaris,green,712,12902,http://dummyimage.com/116x100.png/dddddd/000000,35
Melanerpes erythrocephalus,blue,6452,84140,http://dummyimage.com/167x100.png/dddddd/000000,56
Corvus albus,blue,2383,90861,http://dummyimage.com/242x100.png/5fa2dd/ffffff,48
Equus burchelli,red,371,73867,http://dummyimage.com/185x100.png/5fa2dd/ffffff,91
Chionis alba,green,98249,15953,http://dummyimage.com/160x100.png/cc0000/ffffff,25
Cervus elaphus,red,186,25343,http://dummyimage.com/207x100.png/ff4444/ffffff,56
Marmota flaviventris,blue,1686,91772,http://dummyimage.com/120x100.png/5fa2dd/ffffff,77
Limnocorax flavirostra,green,77838,61085,http://dummyimage.com/106x100.png/ff4444/ffffff,73
Canis lupus,red,41733,29726,http://dummyimage.com/228x100.png/dddddd/000000,60
Stenella coeruleoalba,red,025,67280,http://dummyimage.com/142x100.png/5fa2dd/ffffff,88
Dasyurus maculatus,green,6,42759,http://dummyimage.com/130x100.png/cc0000/ffffff,96
Ciconia ciconia,green,40467,61277,http://dummyimage.com/163x100.png/ff4444/ffffff,66
Himantopus himantopus,blue,3,65158,http://dummyimage.com/152x100.png/dddddd/000000,80
Anitibyx armatus,red,88,89500,http://dummyimage.com/214x100.png/ff4444/ffffff,10
Genetta genetta,green,4095,59921,http://dummyimage.com/149x100.png/cc0000/ffffff,35
Tachybaptus ruficollis,green,4,26209,http://dummyimage.com/221x100.png/ff4444/ffffff,22
Uraeginthus granatina,red,826,99048,http://dummyimage.com/209x100.png/5fa2dd/ffffff,48
Alcelaphus buselaphus cokii,blue,60213,13222,http://dummyimage.com/166x100.png/5fa2dd/ffffff,64
Panthera onca,blue,89,99300,http://dummyimage.com/225x100.png/dddddd/000000,5
Paraxerus cepapi,green,93,85923,http://dummyimage.com/154x100.png/cc0000/ffffff,97
Acridotheres tristis,white,3271,46913,http://dummyimage.com/203x100.png/cc0000/ffffff,68
Philetairus socius,green,6,45637,http://dummyimage.com/157x100.png/ff4444/ffffff,56
Felis concolor,red,054,73187,http://dummyimage.com/141x100.png/dddddd/000000,70
Ammospermophilus nelsoni,red,56594,88533,http://dummyimage.com/132x100.png/cc0000/ffffff,32
Ephippiorhynchus mycteria,white,30,42723,http://dummyimage.com/161x100.png/dddddd/000000,51
Connochaetus taurinus,green,21,15860,http://dummyimage.com/219x100.png/ff4444/ffffff,1
Lepilemur rufescens,blue,8008,34373,http://dummyimage.com/197x100.png/dddddd/000000,42
Sciurus vulgaris,red,16,10127,http://dummyimage.com/153x100.png/5fa2dd/ffffff,87
Gekko gecko,white,48466,20395,http://dummyimage.com/113x100.png/5fa2dd/ffffff,7
Rhea americana,white,496,33825,http://dummyimage.com/245x100.png/dddddd/000000,65
Corvus albus,blue,13,46033,http://dummyimage.com/106x100.png/cc0000/ffffff,11
Paroaria gularis,red,0028,50860,http://dummyimage.com/184x100.png/cc0000/ffffff,78
Damaliscus dorcas,red,55987,10318,http://dummyimage.com/139x100.png/ff4444/ffffff,88
Sylvicapra grimma,green,4943,86380,http://dummyimage.com/231x100.png/cc0000/ffffff,63
Nyctea scandiaca,green,511,70669,http://dummyimage.com/219x100.png/cc0000/ffffff,25
Tragelaphus scriptus,green,52,20279,http://dummyimage.com/171x100.png/5fa2dd/ffffff,50
Macropus parryi,green,00053,70779,http://dummyimage.com/143x100.png/dddddd/000000,52
Erinaceus frontalis,blue,51667,87979,http://dummyimage.com/133x100.png/cc0000/ffffff,14
Epicrates cenchria maurus,green,5870,15832,http://dummyimage.com/222x100.png/5fa2dd/ffffff,8
Eudyptula minor,green,097,61883,http://dummyimage.com/121x100.png/ff4444/ffffff,67
Corvus albus,green,34308,99819,http://dummyimage.com/101x100.png/ff4444/ffffff,63
Erethizon dorsatum,white,78035,33187,http://dummyimage.com/135x100.png/ff4444/ffffff,93
Eolophus roseicapillus,blue,89,82662,http://dummyimage.com/151x100.png/5fa2dd/ffffff,79
Connochaetus taurinus,green,833,12322,http://dummyimage.com/236x100.png/ff4444/ffffff,48
Larus sp.,blue,99,34189,http://dummyimage.com/229x100.png/ff4444/ffffff,97
Coluber constrictor,white,80,20268,http://dummyimage.com/138x100.png/ff4444/ffffff,5
Callorhinus ursinus,green,73,30321,http://dummyimage.com/173x100.png/5fa2dd/ffffff,95
Globicephala melas,white,3747,21695,http://dummyimage.com/118x100.png/dddddd/000000,33
Raphicerus campestris,white,67,79536,http://dummyimage.com/186x100.png/5fa2dd/ffffff,80
Trichechus inunguis,green,32450,51370,http://dummyimage.com/158x100.png/ff4444/ffffff,15
Toxostoma curvirostre,green,310,50308,http://dummyimage.com/148x100.png/ff4444/ffffff,38
Varanus sp.,green,40,98126,http://dummyimage.com/125x100.png/5fa2dd/ffffff,16
Marmota flaviventris,green,013,86565,http://dummyimage.com/175x100.png/5fa2dd/ffffff,73
Megaderma spasma,red,903,54773,http://dummyimage.com/135x100.png/ff4444/ffffff,70
Crocuta crocuta,white,4140,68730,http://dummyimage.com/133x100.png/5fa2dd/ffffff,91
Cervus duvauceli,blue,68287,83884,http://dummyimage.com/236x100.png/dddddd/000000,81
Ursus arctos,blue,04,70002,http://dummyimage.com/136x100.png/5fa2dd/ffffff,55
Macropus rufus,green,2,71889,http://dummyimage.com/170x100.png/5fa2dd/ffffff,14
Eumetopias jubatus,green,80922,92270,http://dummyimage.com/116x100.png/5fa2dd/ffffff,3
unavailable,red,74,93500,http://dummyimage.com/238x100.png/cc0000/ffffff,97
Cebus apella,red,5,30780,http://dummyimage.com/208x100.png/ff4444/ffffff,76
Anas punctata,red,7258,15180,http://dummyimage.com/243x100.png/dddddd/000000,20
Acrobates pygmaeus,red,4,58600,http://dummyimage.com/212x100.png/dddddd/000000,20
Irania gutteralis,blue,54,72671,http://dummyimage.com/236x100.png/dddddd/000000,6
Speothos vanaticus,green,87595,29063,http://dummyimage.com/202x100.png/5fa2dd/ffffff,5
Fregata magnificans,red,652,51025,http://dummyimage.com/180x100.png/5fa2dd/ffffff,96
Cacatua tenuirostris,red,2,44436,http://dummyimage.com/157x100.png/cc0000/ffffff,19
Speotyte cuniculata,blue,8,46462,http://dummyimage.com/133x100.png/ff4444/ffffff,13
Ovis canadensis,green,5340,45954,http://dummyimage.com/127x100.png/ff4444/ffffff,41
Acrantophis madagascariensis,red,47411,83410,http://dummyimage.com/235x100.png/cc0000/ffffff,45
Genetta genetta,red,56545,57320,http://dummyimage.com/117x100.png/ff4444/ffffff,63
Phasianus colchicus,green,7,31104,http://dummyimage.com/198x100.png/dddddd/000000,67
Taurotagus oryx,red,1,91962,http://dummyimage.com/186x100.png/cc0000/ffffff,22
Morelia spilotes variegata,green,017,37166,http://dummyimage.com/157x100.png/cc0000/ffffff,19
Loris tardigratus,blue,6,90238,http://dummyimage.com/191x100.png/ff4444/ffffff,91
Ceratotherium simum,green,2768,48800,http://dummyimage.com/217x100.png/cc0000/ffffff,46
Phasianus colchicus,green,306,64161,http://dummyimage.com/244x100.png/dddddd/000000,14
Choloepus hoffmani,blue,003,43375,http://dummyimage.com/188x100.png/ff4444/ffffff,17
Uraeginthus granatina,white,47146,48934,http://dummyimage.com/101x100.png/dddddd/000000,83
Gabianus pacificus,blue,31368,24445,http://dummyimage.com/121x100.png/5fa2dd/ffffff,90
Rhea americana,green,302,55270,http://dummyimage.com/214x100.png/cc0000/ffffff,19
Ara chloroptera,green,81874,53669,http://dummyimage.com/220x100.png/cc0000/ffffff,93
Bubo virginianus,green,290,77044,http://dummyimage.com/118x100.png/cc0000/ffffff,90
Myiarchus tuberculifer,blue,9,41318,http://dummyimage.com/163x100.png/5fa2dd/ffffff,59
Canis mesomelas,white,12929,60726,http://dummyimage.com/127x100.png/5fa2dd/ffffff,99
Camelus dromedarius,blue,9363,20832,http://dummyimage.com/128x100.png/cc0000/ffffff,8
Actophilornis africanus,red,01,42741,http://dummyimage.com/145x100.png/dddddd/000000,56
Hippotragus equinus,red,9449,88275,http://dummyimage.com/231x100.png/dddddd/000000,21
Mephitis mephitis,blue,4,45634,http://dummyimage.com/123x100.png/dddddd/000000,97
Haematopus ater,red,750,79093,http://dummyimage.com/152x100.png/ff4444/ffffff,29
Funambulus pennati,green,5,99863,http://dummyimage.com/188x100.png/dddddd/000000,91
Colaptes campestroides,white,99306,89617,http://dummyimage.com/216x100.png/cc0000/ffffff,93
Falco mexicanus,white,473,16040,http://dummyimage.com/194x100.png/ff4444/ffffff,13
Isoodon obesulus,green,19234,19748,http://dummyimage.com/214x100.png/5fa2dd/ffffff,8
unavailable,blue,7,40846,http://dummyimage.com/158x100.png/ff4444/ffffff,68
Heloderma horridum,white,15071,71623,http://dummyimage.com/204x100.png/cc0000/ffffff,78
Lamprotornis superbus,blue,0223,59363,http://dummyimage.com/102x100.png/dddddd/000000,14
Aonyx capensis,green,00,79966,http://dummyimage.com/165x100.png/ff4444/ffffff,51
Lepus townsendii,white,818,68790,http://dummyimage.com/118x100.png/5fa2dd/ffffff,16
Podargus strigoides,green,47,13872,http://dummyimage.com/116x100.png/cc0000/ffffff,12
Thylogale stigmatica,white,17,95130,http://dummyimage.com/153x100.png/dddddd/000000,43
Acinynox jubatus,blue,790,52915,http://dummyimage.com/125x100.png/5fa2dd/ffffff,79
Cervus duvauceli,green,53271,98785,http://dummyimage.com/116x100.png/5fa2dd/ffffff,3
Taurotagus oryx,green,403,52075,http://dummyimage.com/205x100.png/5fa2dd/ffffff,48
Eumetopias jubatus,red,06,98624,http://dummyimage.com/105x100.png/ff4444/ffffff,61
Dasyurus viverrinus,green,39,57649,http://dummyimage.com/167x100.png/dddddd/000000,61
Neophron percnopterus,green,6,85998,http://dummyimage.com/120x100.png/dddddd/000000,73
Cynictis penicillata,blue,90369,53798,http://dummyimage.com/175x100.png/5fa2dd/ffffff,76
Mirounga leonina,red,3907,38256,http://dummyimage.com/182x100.png/ff4444/ffffff,34
Haematopus ater,red,0775,26903,http://dummyimage.com/119x100.png/5fa2dd/ffffff,23
Pytilia melba,white,78071,58437,http://dummyimage.com/247x100.png/cc0000/ffffff,71
Alopex lagopus,green,73893,75235,http://dummyimage.com/167x100.png/dddddd/000000,59
Ara macao,white,63,65462,http://dummyimage.com/120x100.png/cc0000/ffffff,63
Pelecanus occidentalis,red,28828,58975,http://dummyimage.com/227x100.png/ff4444/ffffff,16
Larus novaehollandiae,blue,307,97650,http://dummyimage.com/174x100.png/ff4444/ffffff,89
Macropus parryi,white,813,47100,http://dummyimage.com/171x100.png/cc0000/ffffff,55
Eumetopias jubatus,green,0,26960,http://dummyimage.com/161x100.png/dddddd/000000,6
Macropus parryi,green,80,40699,http://dummyimage.com/172x100.png/ff4444/ffffff,21
Leipoa ocellata,red,94359,65678,http://dummyimage.com/231x100.png/ff4444/ffffff,8
Drymarchon corias couperi,blue,913,71274,http://dummyimage.com/174x100.png/cc0000/ffffff,26
Chlamydosaurus kingii,blue,7135,77279,http://dummyimage.com/168x100.png/5fa2dd/ffffff,65
Falco mexicanus,white,6856,90765,http://dummyimage.com/117x100.png/5fa2dd/ffffff,87
Uraeginthus granatina,green,1386,89676,http://dummyimage.com/116x100.png/cc0000/ffffff,39
Mazama americana,green,55,63563,http://dummyimage.com/235x100.png/5fa2dd/ffffff,57
Canis latrans,blue,97487,28053,http://dummyimage.com/102x100.png/ff4444/ffffff,67
Erinaceus frontalis,green,83,45430,http://dummyimage.com/221x100.png/5fa2dd/ffffff,47
Felis caracal,blue,5409,42338,http://dummyimage.com/186x100.png/5fa2dd/ffffff,72
Scolopax minor,green,39572,92068,http://dummyimage.com/198x100.png/5fa2dd/ffffff,29
Laniaurius atrococcineus,blue,858,10543,http://dummyimage.com/122x100.png/cc0000/ffffff,85
Isoodon obesulus,white,75,26802,http://dummyimage.com/181x100.png/5fa2dd/ffffff,37
Phalaropus fulicarius,red,62,83343,http://dummyimage.com/236x100.png/ff4444/ffffff,66
Phoca vitulina,green,15,91954,http://dummyimage.com/188x100.png/cc0000/ffffff,10
Varanus sp.,white,0205,68425,http://dummyimage.com/131x100.png/cc0000/ffffff,57
Gerbillus sp.,green,23,94090,http://dummyimage.com/143x100.png/dddddd/000000,88
Crocuta crocuta,blue,9728,79541,http://dummyimage.com/123x100.png/5fa2dd/ffffff,86
Geococcyx californianus,blue,2910,65677,http://dummyimage.com/135x100.png/5fa2dd/ffffff,90
Macropus robustus,white,54898,64359,http://dummyimage.com/242x100.png/dddddd/000000,55
Cervus unicolor,blue,9,92179,http://dummyimage.com/238x100.png/5fa2dd/ffffff,61
Dasyurus maculatus,green,902,62878,http://dummyimage.com/222x100.png/5fa2dd/ffffff,60
Oxybelis sp.,red,07753,87853,http://dummyimage.com/229x100.png/5fa2dd/ffffff,57
Theropithecus gelada,green,57780,97344,http://dummyimage.com/191x100.png/dddddd/000000,8
Speothos vanaticus,red,62,58714,http://dummyimage.com/244x100.png/ff4444/ffffff,71
Lamprotornis chalybaeus,red,445,85746,http://dummyimage.com/237x100.png/5fa2dd/ffffff,45
Uraeginthus angolensis,blue,0748,83227,http://dummyimage.com/216x100.png/dddddd/000000,55
Bubulcus ibis,blue,9442,43278,http://dummyimage.com/229x100.png/cc0000/ffffff,52
Cynomys ludovicianus,green,31429,82940,http://dummyimage.com/129x100.png/ff4444/ffffff,40
Dicrurus adsimilis,green,1888,86398,http://dummyimage.com/215x100.png/ff4444/ffffff,84
Sciurus niger,green,26,15053,http://dummyimage.com/100x100.png/ff4444/ffffff,26
Dusicyon thous,white,9971,18990,http://dummyimage.com/248x100.png/cc0000/ffffff,73
Canis mesomelas,blue,57,19762,http://dummyimage.com/182x100.png/5fa2dd/ffffff,23
Pan troglodytes,blue,040,20867,http://dummyimage.com/161x100.png/cc0000/ffffff,45
Tadorna tadorna,green,70,13893,http://dummyimage.com/131x100.png/5fa2dd/ffffff,95
Felis silvestris lybica,green,817,51056,http://dummyimage.com/216x100.png/5fa2dd/ffffff,25
Ceratotherium simum,blue,5531,27124,http://dummyimage.com/224x100.png/dddddd/000000,20
Macropus eugenii,blue,6969,84742,http://dummyimage.com/234x100.png/5fa2dd/ffffff,39
Phalaropus fulicarius,green,604,39398,http://dummyimage.com/145x100.png/cc0000/ffffff,6
Chionis alba,blue,1231,58793,http://dummyimage.com/244x100.png/ff4444/ffffff,58
Phalaropus lobatus,green,0,37341,http://dummyimage.com/135x100.png/ff4444/ffffff,5
Papilio canadensis,green,71,38728,http://dummyimage.com/220x100.png/ff4444/ffffff,75
Canis mesomelas,blue,11058,88434,http://dummyimage.com/210x100.png/cc0000/ffffff,94
Columba livia,red,50,17286,http://dummyimage.com/216x100.png/cc0000/ffffff,26
Theropithecus gelada,blue,64466,84579,http://dummyimage.com/112x100.png/cc0000/ffffff,91
Nyctea scandiaca,green,259,44807,http://dummyimage.com/154x100.png/cc0000/ffffff,51
Streptopelia senegalensis,blue,05848,87272,http://dummyimage.com/241x100.png/5fa2dd/ffffff,36
Sciurus niger,blue,7982,66653,http://dummyimage.com/189x100.png/cc0000/ffffff,43
Meles meles,blue,0,46519,http://dummyimage.com/128x100.png/cc0000/ffffff,44
Graspus graspus,blue,1,69273,http://dummyimage.com/145x100.png/ff4444/ffffff,86
Fratercula corniculata,green,43337,46135,http://dummyimage.com/181x100.png/5fa2dd/ffffff,52
Nycticorax nycticorax,green,4,32878,http://dummyimage.com/246x100.png/cc0000/ffffff,63
Mephitis mephitis,green,99019,89220,http://dummyimage.com/206x100.png/dddddd/000000,83
Kobus vardonii vardoni,white,63400,12337,http://dummyimage.com/215x100.png/cc0000/ffffff,7
Pelecans onocratalus,white,1624,82917,http://dummyimage.com/186x100.png/cc0000/ffffff,1
Dusicyon thous,green,3311,48368,http://dummyimage.com/109x100.png/cc0000/ffffff,78
Alouatta seniculus,green,8,91202,http://dummyimage.com/169x100.png/dddddd/000000,37
Ephipplorhynchus senegalensis,red,076,43465,http://dummyimage.com/163x100.png/ff4444/ffffff,54
Ciconia episcopus,green,8824,48837,http://dummyimage.com/146x100.png/ff4444/ffffff,7
Macaca nemestrina,red,6,51298,http://dummyimage.com/161x100.png/ff4444/ffffff,50
Pseudocheirus peregrinus,green,230,62181,http://dummyimage.com/111x100.png/cc0000/ffffff,97
Ratufa indica,green,912,46452,http://dummyimage.com/152x100.png/5fa2dd/ffffff,4
Ceratotherium simum,red,17,59455,http://dummyimage.com/123x100.png/dddddd/000000,39
Cacatua tenuirostris,green,6,54243,http://dummyimage.com/132x100.png/dddddd/000000,82
Phaethon aethereus,blue,26482,12009,http://dummyimage.com/146x100.png/5fa2dd/ffffff,57
