id,title,location,area,baths,beds,garages,house_type,cost,image,status,slug,owner_id,created_at
1374,This 3 Katha Plot Is Now Available For Sale In Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","2,160",8,7,1,re,967500,image/1375.png,1,This 3 Katha Plot Is Now Available For Sale In Bproperty Village,62,2022-01-15 12:08:13.753592
1375,Take This Residential Plot Is Ready For Sale At Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","2,160",4,3,2,re,9675000,image/1376.png,1,Take This Residential Plot Is Ready For Sale At Bproperty Village,5,2021-01-15 15:08:13.753592
1376,"Well Organised Plot Is Ready For Sale In Bproperty Village, Rupganj","Rupganj, Narayanganj, Narayanganj City","2,160",3,3,1,re,400000,image/1377.png,1,"Well Organised Plot Is Ready For Sale In Bproperty Village, Rupganj",46,2022-01-15 12:08:13.753592
1377,This Plot Is Now Available For Sale At Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","2,160",2,3,3,se,4000000,image/1378.png,1,This Plot Is Now Available For Sale At Bproperty Village,79,2021-21-15 15:08:13.753592
1378,A Convenient 1270 Sq Ft Residential Flat Is Prepared To Be Sold At Dhanmondi Near Sonali Bank Limited,"Sher-E-Bangla Road, Dhanmondi, Dhaka","1,270",3,3,0,re,18000,image/1379.png,1,A Convenient 1270 Sq Ft Residential Flat Is Prepared To Be Sold At Dhanmondi Near Sonali Bank Limited,86,2021-01-5 15:08:13.753592
1379,This 1200 Sq Ft Residential Flat Is For Sale At Dhanmondi Area Nearby Sonali Bank Limited,"Sher-E-Bangla Road, Dhanmondi, Dhaka","1,200",3,3,0,se,180000,image/1380.png,0,This 1200 Sq Ft Residential Flat Is For Sale At Dhanmondi Area Nearby Sonali Bank Limited,87,2021-21-15 15:08:13.753592
1380,"At Dhanmondi, 1100 Sq Ft Nice Flat Up For Sale Near Sher-e-bangla Road Jame Mosjid","Sher-E-Bangla Road, Dhanmondi, Dhaka","1,100",2,3,1,re,13200,image/1381.png,0,"At Dhanmondi, 1100 Sq Ft Nice Flat Up For Sale Near Sher-e-bangla Road Jame Mosjid",47,2021-21-15 15:08:13.753592
1381,"1675 Sq. ft Spacious Ready Flat For Sale In Greenway Road, Moaghbazar","Maghbazar, Dhaka","1,675",3,3,3,se,132000,image/1382.png,1,"1675 Sq. ft Spacious Ready Flat For Sale In Greenway Road, Moaghbazar",33,2021-01-5 15:08:13.753592
1382,Worthy 650 Sq Ft Residential Apartment Is Ready For Sale At Dhanmondi,"Dhanmondi, Dhaka",650,3,3,2,sh,13200,image/1383.png,0,Worthy 650 Sq Ft Residential Apartment Is Ready For Sale At Dhanmondi,36,2021-01-5 15:08:13.753592
1383,This 2 Bedroom Flat In Lalbagh Near By Lalbagh Shahi Masjid With A Convenient Price Is Up For Sale,"Lalbagh, Dhaka",620,3,3,1,re,132000,image/1384.png,1,This 2 Bedroom Flat In Lalbagh Near By Lalbagh Shahi Masjid With A Convenient Price Is Up For Sale,3,2022-01-15 12:08:13.753592
1384,620 Sq. ft. Decent Flat Is For Sale At Lalbagh Nearby Lalbagh Shahi Masjid,"Lalbagh, Dhaka",620,3,3,1,re,11200,image/1385.png,0,620 Sq. ft. Decent Flat Is For Sale At Lalbagh Nearby Lalbagh Shahi Masjid,6,2021-01-5 15:08:13.753592
1385,In The Beautiful Neighborhood In Bproperty Village A 5 Katha Large Plot Is Available For Sale.,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,2,sh,112000,image/1386.png,1,In The Beautiful Neighborhood In Bproperty Village A 5 Katha Large Plot Is Available For Sale.,94,2021-21-15 15:08:13.753592
1386,Take A Look At This 5 Katha Plot Which Is Up For Sale In Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",2,2,0,se,11200,image/1387.png,0,Take A Look At This 5 Katha Plot Which Is Up For Sale In Bproperty Village,43,2022-01-15 12:08:13.753592
1387,We Have A 5 Katha Plot Is Now Available For Sale In Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,1,sh,112000,image/1388.png,1,We Have A 5 Katha Plot Is Now Available For Sale In Bproperty Village,49,2022-01-15 12:08:13.753592
1388,"5 Katha Plot is now available for sale in Bproperty Village, Rupganj","Rupganj, Narayanganj, Narayanganj City","3,640",2,2,3,se,10200,image/1389.png,0,"5 Katha Plot is now available for sale in Bproperty Village, Rupganj",99,2021-21-15 15:08:13.753592
1389,"3 Katha Plot is now available for sale in Bproperty Village, Rupganj","Rupganj, Narayanganj, Narayanganj City","2,160",2,2,3,re,102000,image/1390.png,0,"3 Katha Plot is now available for sale in Bproperty Village, Rupganj",99,2022-01-15 12:08:13.753592
1390,"3 Katha Plot is now available for sale in Bproperty Village, Narayanganj","Rupganj, Narayanganj, Narayanganj City","2,160",2,2,2,sh,980000,image/1391.png,0,"3 Katha Plot is now available for sale in Bproperty Village, Narayanganj",56,2021-01-5 15:08:13.753592
1391,"In Bproperty Village, A 3 Katha Residential Plot Is Available For Sale","Rupganj, Narayanganj, Narayanganj City","2,160",2,2,3,se,9800000,image/1392.png,0,"In Bproperty Village, A 3 Katha Residential Plot Is Available For Sale",99,2022-01-15 12:08:13.753592
1392,"3 Katha Plot is now available for sale in Narayanganj, Bproperty Village","Rupganj, Narayanganj, Narayanganj City","2,184",3,3,2,sh,12000,image/1393.png,1,"3 Katha Plot is now available for sale in Narayanganj, Bproperty Village",19,2021-01-15 15:08:13.753592
1393,A 5 Katha Plot Which Is Available For Sale In Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,2,re,120000,image/1394.png,0,A 5 Katha Plot Which Is Available For Sale In Bproperty Village,3,2021-01-5 15:08:13.753592
1394,"See This 5 katha Smartly Priced Plot Which Is Up For Sale In Bproperty Village, That You Should Check.","Rupganj, Narayanganj, Narayanganj City","3,640",3,3,2,se,460000,image/1395.png,1,"See This 5 katha Smartly Priced Plot Which Is Up For Sale In Bproperty Village, That You Should Check.",78,2021-21-15 15:08:13.753592
1395,Great Location! Check Out This 5 Katha Plot For Sale In Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,2,sh,4600000,image/1396.png,0,Great Location! Check Out This 5 Katha Plot For Sale In Bproperty Village,62,2021-21-15 15:08:13.753592
1396,"This 5 katha Plot In Bproperty Village, Is Up For Sale With An Area Of 3640 Sq. ft","Rupganj, Narayanganj, Narayanganj City","3,640",3,3,2,sh,11000,image/1397.png,1,"This 5 katha Plot In Bproperty Village, Is Up For Sale With An Area Of 3640 Sq. ft",67,2021-01-15 15:08:13.753592
1397,"5 Katha Plot is now available for sale in Bproperty Village, Narayanganj","Rupganj, Narayanganj, Narayanganj City","3,640",3,3,2,se,110000,image/1398.png,0,"5 Katha Plot is now available for sale in Bproperty Village, Narayanganj",52,2021-01-5 15:08:13.753592
1398,5 Katha nice Plot is available for sale in Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,2,re,500000,image/1399.png,1,5 Katha nice Plot is available for sale in Bproperty Village,92,2021-01-5 15:08:13.753592
1399,"5 Katha Plot is now available for sale in Bproperty Village, Bproperty Village","Rupganj, Narayanganj, Narayanganj City","3,640",2,2,1,se,5000000,image/1400.png,0,"5 Katha Plot is now available for sale in Bproperty Village, Bproperty Village",41,2021-01-5 15:08:13.753592
1400,Visit This Large 5 Katha Plot Is For Sale In Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",2,2,0,sh,960000,image/1401.png,0,Visit This Large 5 Katha Plot Is For Sale In Bproperty Village,73,2021-01-5 15:08:13.753592
1401,This 5 Katha Plot Which Is Available In Bproperty Village For Sale Will Ensure Your Higher Quality Of Living,"Rupganj, Narayanganj, Narayanganj City","3,640",2,3,0,sh,9600000,image/1402.png,1,This 5 Katha Plot Which Is Available In Bproperty Village For Sale Will Ensure Your Higher Quality Of Living,72,2021-01-5 15:08:13.753592
1402,"In The Location Of Bproperty Village, This 5 katha Large Residential Plot Is Up For Sale","Rupganj, Narayanganj, Narayanganj City","3,640",2,3,3,sh,19900,image/1403.png,1,"In The Location Of Bproperty Village, This 5 katha Large Residential Plot Is Up For Sale",15,2021-01-5 15:08:13.753592
1403,"5 Katha Plot is now available for sale in Rupganj, Bproperty Village","Rupganj, Narayanganj, Narayanganj City","3,640",3,3,3,se,199000,image/1404.png,1,"5 Katha Plot is now available for sale in Rupganj, Bproperty Village",62,2021-21-15 15:08:13.753592
1404,5 Katha Plot is now for sale in Bproperty Village Very Close To Rupganj Upazila Health Complex,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,3,se,25000,image/1405.png,0,5 Katha Plot is now for sale in Bproperty Village Very Close To Rupganj Upazila Health Complex,6,2021-01-15 15:08:13.753592
1405,Next To Rupganj Upazila Health Complex 5 Katha Plot is now for sale in Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",2,3,2,re,250000,image/1406.png,1,Next To Rupganj Upazila Health Complex 5 Katha Plot is now for sale in Bproperty Village,3,2021-01-5 15:08:13.753592
1406,5 Katha Plot is now for sale in Bproperty Village Close To Rupganj Upazila Health Complex,"Rupganj, Narayanganj, Narayanganj City","3,640",2,3,0,re,30000,image/1407.png,0,5 Katha Plot is now for sale in Bproperty Village Close To Rupganj Upazila Health Complex,53,2021-01-5 15:08:13.753592
1407,A 5 Katha Plot is now for sale in Bproperty Village Next To Mushory Baitul Nur Jame Moszid,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,3,se,300000,image/1408.png,0,A 5 Katha Plot is now for sale in Bproperty Village Next To Mushory Baitul Nur Jame Moszid,11,2021-01-5 15:08:13.753592
1408,Nice 5 Katha Plot is now for sale in Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,3,re,12600,image/1409.png,0,Nice 5 Katha Plot is now for sale in Bproperty Village,70,2021-01-5 15:08:13.753592
1409,5 Katha Plot Is Now For Sale In Bproperty Village Close To Mushory Baitul Nur Jame Moszid,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,3,sh,126000,image/1410.png,1,5 Katha Plot Is Now For Sale In Bproperty Village Close To Mushory Baitul Nur Jame Moszid,86,2021-01-5 15:08:13.753592
1410,5 Katha Plot is for sale in Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,0,se,820000,image/1411.png,0,5 Katha Plot is for sale in Bproperty Village,60,2021-01-15 15:08:13.753592
1411,5 Katha fine Plot is now for sale in Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,2,sh,8200000,image/1412.png,0,5 Katha fine Plot is now for sale in Bproperty Village,21,2021-01-5 15:08:13.753592
1412,5 Katha Plot Is Now For Sale Close To Rupgonj Police Station At Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,2,se,27000,image/1413.png,1,5 Katha Plot Is Now For Sale Close To Rupgonj Police Station At Bproperty Village,54,2021-01-5 15:08:13.753592
1413,We Have A 5 Katha Plot For Sale In Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",5,4,2,re,270000,image/1414.png,1,We Have A 5 Katha Plot For Sale In Bproperty Village,19,2021-01-5 15:08:13.753592
1414,5 Katha Plot up for sale in Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,1,se,35000,image/1415.png,0,5 Katha Plot up for sale in Bproperty Village,70,2022-01-15 12:08:13.753592
1415,Great Location! Check Out This 5 katha Plot For Sale In Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",4,3,1,re,350000,image/1416.png,1,Great Location! Check Out This 5 katha Plot For Sale In Bproperty Village,65,2021-01-5 15:08:13.753592
1416,"Near To Rupgonj Police Station 5 Katha Plot for sale in Rupganj, Bproperty Village","Rupganj, Narayanganj, Narayanganj City","3,640",3,3,3,se,900000,image/1417.png,1,"Near To Rupgonj Police Station 5 Katha Plot for sale in Rupganj, Bproperty Village",3,2021-01-5 15:08:13.753592
1417,A 5 Katha Residential Plot For Sale In The Location Of Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,2,sh,9000000,image/1418.png,0,A 5 Katha Residential Plot For Sale In The Location Of Bproperty Village,81,2022-01-15 12:08:13.753592
1418,In This Serene Neighborhood Of Bproperty Village A 5 Katha Large Plot Is Up For Sale.,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,1,se,750000,image/1419.png,1,In This Serene Neighborhood Of Bproperty Village A 5 Katha Large Plot Is Up For Sale.,73,2021-01-5 15:08:13.753592
1419,"5 Katha Plot for sale in Rupganj, Bproperty Village Beside To Rupgonj Police Station","Rupganj, Narayanganj, Narayanganj City","3,640",3,3,1,sh,7500000,image/1420.png,0,"5 Katha Plot for sale in Rupganj, Bproperty Village Beside To Rupgonj Police Station",53,2021-01-5 15:08:13.753592
1420,A 5 Katha Plot For Sale In The Location Of Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,0,se,630000,image/1421.png,1,A 5 Katha Plot For Sale In The Location Of Bproperty Village,69,2021-21-15 15:08:13.753592
1421,"When Location, And Convenience Is Your Priority This 5 Katha Plot Is For You In Bproperty Village","Rupganj, Narayanganj, Narayanganj City","3,640",4,3,0,se,6300000,image/1422.png,1,"When Location, And Convenience Is Your Priority This 5 Katha Plot Is For You In Bproperty Village",50,2021-01-15 15:08:13.753592
1422,"5 Katha Plot for sale in Bproperty Village, Rupganj","Rupganj, Narayanganj, Narayanganj City","3,640",3,3,3,se,820000,image/1423.png,1,"5 Katha Plot for sale in Bproperty Village, Rupganj",32,2021-01-15 15:08:13.753592
1423,"Visit This 5 Katha Plot Is For Sale, In Bproperty Village","Rupganj, Narayanganj, Narayanganj City","3,640",3,3,1,sh,8200000,image/1424.png,0,"Visit This 5 Katha Plot Is For Sale, In Bproperty Village",6,2021-01-5 15:08:13.753592
1424,Offering You A Nice Residential 12.5 Katha Plot For Sale In Rupganj Near Zinda Park,"Rupganj, Narayanganj, Narayanganj City","9,000",3,3,1,sh,820000,image/1425.png,1,Offering You A Nice Residential 12.5 Katha Plot For Sale In Rupganj Near Zinda Park,6,2021-01-5 15:08:13.753592
1425,"In The Location Of Bproperty Village, A 5 Katha Residential Plot Is Up For Sale","Rupganj, Narayanganj, Narayanganj City","3,640",2,2,3,sh,8200000,image/1426.png,0,"In The Location Of Bproperty Village, A 5 Katha Residential Plot Is Up For Sale",87,2021-01-15 15:08:13.753592
1426,This Large 5 Katha Plot Which Is Up For Sale In Bproperty Village,"Rupganj, Narayanganj, Narayanganj City","3,640",2,3,2,se,14900,image/1427.png,0,This Large 5 Katha Plot Which Is Up For Sale In Bproperty Village,54,2022-01-15 12:08:13.753592
1427,"5 Katha Plot for sale, in Bproperty Village","Rupganj, Narayanganj, Narayanganj City","3,640",4,3,2,sh,149000,image/1428.png,1,"5 Katha Plot for sale, in Bproperty Village",64,2021-01-5 15:08:13.753592
1428,5 Katha Plot now for sale in Bproperty Village Close To Tan Mushri Madhya Para Jame Masjid,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,0,se,72000,image/1429.png,0,5 Katha Plot now for sale in Bproperty Village Close To Tan Mushri Madhya Para Jame Masjid,53,2021-01-5 15:08:13.753592
1429,"In An Urban Location , See This 5 katha Plot Is Available For Sale In Bproperty Village.","Rupganj, Narayanganj, Narayanganj City","3,640",2,2,1,se,720000,image/1430.png,0,"In An Urban Location , See This 5 katha Plot Is Available For Sale In Bproperty Village.",68,2021-01-5 15:08:13.753592
1430,"5 Katha Plot for sale in Bproperty Village, Narayanganj City","Rupganj, Narayanganj, Narayanganj City","3,640",4,3,2,se,985000,image/1431.png,1,"5 Katha Plot for sale in Bproperty Village, Narayanganj City",65,2021-21-15 15:08:13.753592
1431,"5 Katha nice Plot for sale in Bproperty Village, Rupganj","Rupganj, Narayanganj, Narayanganj City","3,640",3,3,3,sh,9850000,image/1432.png,1,"5 Katha nice Plot for sale in Bproperty Village, Rupganj",29,2021-01-15 15:08:13.753592
1432,This 5 katha Plot In Bproperty Village With A Convenient Price Is Up For Sale,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,0,sh,720000,image/1433.png,1,This 5 katha Plot In Bproperty Village With A Convenient Price Is Up For Sale,49,2021-01-15 15:08:13.753592
1433,5 Katha Large Plot For Sale In Bproperty Village.,"Rupganj, Narayanganj, Narayanganj City","3,640",3,3,1,re,7200000,image/1434.png,1,5 Katha Large Plot For Sale In Bproperty Village.,21,2021-21-15 15:08:13.753592
1434,An Impressive 1870 Sq Ft Residential Apartment Is Up For Sale In The Center Of Middle Badda,"Middle Badda, Badda, Dhaka","1,870",2,3,0,re,520000,image/1435.png,0,An Impressive 1870 Sq Ft Residential Apartment Is Up For Sale In The Center Of Middle Badda,8,2022-01-15 12:08:13.753592
1435,"Beautiful Apartment Is Now Available For Sale In Mirpur, Kazipara Nearby Itkhola Bazar","Mirpur, Dhaka","1,087",2,2,0,re,5200000,image/1436.png,1,"Beautiful Apartment Is Now Available For Sale In Mirpur, Kazipara Nearby Itkhola Bazar",98,2021-01-5 15:08:13.753592
1436,Offering You A Nice 1005 Sq. Ft Flat For Sale In Dhanmondi Near Junior Laboratory High School,"Dhanmondi, Dhaka","1,005",2,3,3,sh,510000,image/1437.png,1,Offering You A Nice 1005 Sq. Ft Flat For Sale In Dhanmondi Near Junior Laboratory High School,35,2022-01-15 12:08:13.753592
1437,Check This Brand New 1736 Sq. Ft Apartment Up For Sale At Uttara Near Baitul Al Jame Masjid,"Sector 7, Uttara, Dhaka","1,856",4,4,2,sh,5100000,image/1438.png,1,Check This Brand New 1736 Sq. Ft Apartment Up For Sale At Uttara Near Baitul Al Jame Masjid,49,2021-01-5 15:08:13.753592
1438,A 1250 Sq Ft Apartment Is Available For Sale At Banani Nearby Banani Model High School,"Banani, Dhaka","1,240",4,4,1,se,602500,image/1439.png,0,A 1250 Sq Ft Apartment Is Available For Sale At Banani Nearby Banani Model High School,98,2022-01-15 12:08:13.753592
1439,Nice 1550 Sq Ft Flat Is Available For Sale In Bashundhara R-A Close To Playpan School,"Block I, Bashundhara R-A, Dhaka","1,550",3,3,2,re,6025000,image/1440.png,0,Nice 1550 Sq Ft Flat Is Available For Sale In Bashundhara R-A Close To Playpan School,13,2021-21-15 15:08:13.753592
1440,"Spaciously Designed And Strongly Structured, This Apartment Is Now Vacant For Sale In Bashundhara R-a Very Near To AIUB and near by Bashundhara HQ-2","Block C, Bashundhara R-A, Dhaka","1,400",3,3,3,re,200000,image/1441.png,1,"Spaciously Designed And Strongly Structured, This Apartment Is Now Vacant For Sale In Bashundhara R-a Very Near To AIUB and near by Bashundhara HQ-2",83,2021-01-5 15:08:13.753592
1441,Check This 1400 Sq. Ft Flat In Bashundhara R-A Near ToAIUB and near by Bashundhara HQ-2 For Sale Which Is Ready To Move In,"Block C, Bashundhara R-A, Dhaka","1,400",2,2,2,re,2000000,image/1442.png,1,Check This 1400 Sq. Ft Flat In Bashundhara R-A Near ToAIUB and near by Bashundhara HQ-2 For Sale Which Is Ready To Move In,43,2021-01-15 15:08:13.753592
1442,Your Desirable Cozy Flat Of 1860 Sq Ft Is Ready For Sale In Indira Road,"Farmgate, Tejgaon, Dhaka","1,860",2,3,0,re,200000,image/1443.png,1,Your Desirable Cozy Flat Of 1860 Sq Ft Is Ready For Sale In Indira Road,34,2021-01-5 15:08:13.753592
1443,A Beautiful 1230 Sq Ft Apartment Is Up For Sale At Arambagh,"Arambagh, Motijheel, Dhaka","1,230",3,3,0,sh,2000000,image/1444.png,1,A Beautiful 1230 Sq Ft Apartment Is Up For Sale At Arambagh,63,2022-01-15 12:08:13.753592
1444,Find Your Desired Apartment At This 1230 Sq Ft Flat For Sale At Arambagh,"Arambagh, Motijheel, Dhaka","1,230",2,2,3,re,10200,image/1445.png,1,Find Your Desired Apartment At This 1230 Sq Ft Flat For Sale At Arambagh,66,2022-01-15 12:08:13.753592
1445,1530 Square Feet Decent Apartment Is For Sale In The Location Of Muradpur,"Muradpur, Chattogram","1,530",2,3,0,sh,102000,image/1446.png,1,1530 Square Feet Decent Apartment Is For Sale In The Location Of Muradpur,7,2021-01-5 15:08:13.753592
1446,Affordable And Wonderful 1420 Sq. Ft Flat Up For Sale In Muradpur,"Muradpur, Chattogram","1,420",3,3,1,re,500000,image/1447.png,1,Affordable And Wonderful 1420 Sq. Ft Flat Up For Sale In Muradpur,18,2022-01-15 12:08:13.753592
1447,"Acquire This 2270 Sq. Ft. Home Which Is Up For Sale In Sohrawardy Avenue, Baridhara","Baridhara, Dhaka","2,270",4,3,3,se,5000000,image/1448.png,0,"Acquire This 2270 Sq. Ft. Home Which Is Up For Sale In Sohrawardy Avenue, Baridhara",19,2021-01-15 15:08:13.753592
1448,This 3 Bedroom Flat In Dhaka Uddan With A Convenient Price Is Up For Sale,"Block C, Dhaka Uddan, Mohammadpur, Dhaka","1,500",4,4,2,re,10200,image/1449.png,0,This 3 Bedroom Flat In Dhaka Uddan With A Convenient Price Is Up For Sale,76,2021-21-15 15:08:13.753592
1449,In Dhaka Uddan A 1500 Sq Ft Flat Is Up For Sale,"Block C, Dhaka Uddan, Mohammadpur, Dhaka","1,500",3,3,0,sh,102000,image/1450.png,0,In Dhaka Uddan A 1500 Sq Ft Flat Is Up For Sale,86,2022-01-15 12:08:13.753592
1450,This 1500 Sq Ft Flat Is For Sale At Dhaka Uddan,"Block C, Dhaka Uddan, Mohammadpur, Dhaka","1,500",3,4,3,sh,965600,image/1451.png,1,This 1500 Sq Ft Flat Is For Sale At Dhaka Uddan,24,2021-01-5 15:08:13.753592
1451,We Have A 1500 Sq Ft Flat For Sale In The Location Of Dhaka Uddan,"Block C, Dhaka Uddan, Mohammadpur, Dhaka","1,500",5,4,3,sh,9656000,image/1452.png,0,We Have A 1500 Sq Ft Flat For Sale In The Location Of Dhaka Uddan,82,2022-01-15 12:08:13.753592
1452,Flat For Sale Covering A Beautiful Area In Dhaka Uddan,"Block C, Dhaka Uddan, Mohammadpur, Dhaka","1,500",3,3,1,se,980000,image/1453.png,0,Flat For Sale Covering A Beautiful Area In Dhaka Uddan,57,2021-01-5 15:08:13.753592
1453,A Delightful Apartment Of 1260 Sq Ft Is Ready To Sale In A Great Location Of Jatra Bari,"Golapbag, Jatra Bari, Dhaka","1,260",3,3,2,se,9800000,image/1454.png,1,A Delightful Apartment Of 1260 Sq Ft Is Ready To Sale In A Great Location Of Jatra Bari,42,2021-21-15 15:08:13.753592
1454,1150 Square Feet Apartment Ready For Sale In Moddho Auchpara,"Moddho Auchpara, Auchpara, Tongi, Gazipur Sadar Upazila, Gazipur","1,150",3,3,2,se,980000,image/1455.png,1,1150 Square Feet Apartment Ready For Sale In Moddho Auchpara,9,2021-01-5 15:08:13.753592
1455,Nice 1430 Sq Ft Apartment Is Available For Sale In Savar,"Advanced Police Town, Savar, Dhaka","1,430",3,3,0,re,9800000,image/1456.png,0,Nice 1430 Sq Ft Apartment Is Available For Sale In Savar,72,2021-01-15 15:08:13.753592
1456,1697 Sq Ft Residential Apartment Is Available For Sale In Dhanmondi,"Dhanmondi, Dhaka","1,697",3,3,1,sh,952000,image/1457.png,1,1697 Sq Ft Residential Apartment Is Available For Sale In Dhanmondi,5,2022-01-15 12:08:13.753592
1457,Properly Planned Flat In Mohammadpur Near Chandrima Central Masjid Is Up For Sale,"Block C, Chandrima Model Town, Mohammadpur, Dhaka","1,461",2,2,1,re,9520000,image/1458.png,1,Properly Planned Flat In Mohammadpur Near Chandrima Central Masjid Is Up For Sale,76,2021-21-15 15:08:13.753592
1458,A Beautiful Apartment For Sale Is All Set For You In Matuail Nearby Matuail Bahumukhi High School,"Block B, New Town R/A, Matuail, Demra, Dhaka","3,000",3,3,1,sh,850000,image/1459.png,1,A Beautiful Apartment For Sale Is All Set For You In Matuail Nearby Matuail Bahumukhi High School,64,2021-21-15 15:08:13.753592
1459,Grab This 1153 Sq Ft Flat Up For Sale In South Khulshi,"Sardar Bahadur Nagar, South Khulshi, Khulshi, Chattogram","1,153",3,3,1,re,8500000,image/1460.png,0,Grab This 1153 Sq Ft Flat Up For Sale In South Khulshi,63,2021-01-5 15:08:13.753592
1460,This 1558 Sq Ft Brand New Flat Is Now Vacant for Sale In South Khulshi,"Sardar Bahadur Nagar, South Khulshi, Khulshi, Chattogram","1,558",3,4,0,re,850000,image/1461.png,0,This 1558 Sq Ft Brand New Flat Is Now Vacant for Sale In South Khulshi,58,2021-01-5 15:08:13.753592
1461,"Situated In Dakshin Khan, 800 Sq Ft An Apartment Is Up For Sale Close To Haji Billet Ali School","Chalabon, Dakshin Khan, Dhaka",800,3,3,0,se,8500000,image/1462.png,1,"Situated In Dakshin Khan, 800 Sq Ft An Apartment Is Up For Sale Close To Haji Billet Ali School",92,2022-01-15 12:08:13.753592
1462,An Apartment Of 800 Sq Ft Is Waiting For Sale At Dakshin Khan Near Haji Billet Ali School,"Chalabon, Dakshin Khan, Dhaka",800,3,3,1,re,800000,image/1463.png,0,An Apartment Of 800 Sq Ft Is Waiting For Sale At Dakshin Khan Near Haji Billet Ali School,61,2022-01-15 12:08:13.753592
1463,950 Sq Ft Flat Is Now For Sale In Mirpur,"Section 1, Mirpur, Dhaka",950,3,3,0,se,8000000,image/1464.png,1,950 Sq Ft Flat Is Now For Sale In Mirpur,56,2021-01-5 15:08:13.753592
1464,"1160 Flat Is Now For Sale In Mirpur, Shah Ali Bag","Section 1, Mirpur, Dhaka","1,160",3,3,1,se,670000,image/1465.png,1,"1160 Flat Is Now For Sale In Mirpur, Shah Ali Bag",5,2021-21-15 15:08:13.753592
1465,13.61 Katha Plot is now available for sale in Kaliganj,Gazipur,"9,800",3,4,2,sh,6700000,image/1466.png,0,13.61 Katha Plot is now available for sale in Kaliganj,12,2021-01-5 15:08:13.753592
1466,Close To Khadijatul Kubra (Ra:) Mahila Madrasha A 1400 Sq. Ft Residential Apartment For Sale At Shekhertek .,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka","1,400",3,3,0,sh,23000,image/1467.png,1,Close To Khadijatul Kubra (Ra:) Mahila Madrasha A 1400 Sq. Ft Residential Apartment For Sale At Shekhertek .,29,2021-01-5 15:08:13.753592
1467,"1400 Square Feet Residential Apartment For Sale At Shyamoli Housing, Shekhertek","Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka","1,400",4,3,2,sh,229999,image/1468.png,0,"1400 Square Feet Residential Apartment For Sale At Shyamoli Housing, Shekhertek",99,2021-01-5 15:08:13.753592
1468,"1700 Sq. ft Flat Is For Sale In Shyamoli Housing, Shekhertek .","Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka","1,700",3,3,2,se,45000,image/1469.png,0,"1700 Sq. ft Flat Is For Sale In Shyamoli Housing, Shekhertek .",97,2021-01-5 15:08:13.753592
1469,1560 Square Feet Residential Flat Is Up For Sale At Kalabagan,"Lake Circus Road, Kalabagan, Dhaka","1,560",3,3,1,re,450000,image/1470.png,0,1560 Square Feet Residential Flat Is Up For Sale At Kalabagan,59,2021-01-15 15:08:13.753592
1470,"1560 Square Feet Residential Flat Is For Sale In Lake Circus Road, Kalabagan","Lake Circus Road, Kalabagan, Dhaka","1,560",3,3,1,sh,648000,image/1471.png,0,"1560 Square Feet Residential Flat Is For Sale In Lake Circus Road, Kalabagan",41,2021-01-5 15:08:13.753592
1471,Worthy 1560 Sq Ft Residence Is For Sale At Kalabagan,"Lake Circus Road, Kalabagan, Dhaka","1,560",4,3,3,sh,6480000,image/1472.png,1,Worthy 1560 Sq Ft Residence Is For Sale At Kalabagan,80,2021-01-5 15:08:13.753592
1472,This Flat In Kalabagan Is Up For Sale With An Area Of 1560 Sq. ft,"Lake Circus Road, Kalabagan, Dhaka","1,560",4,3,2,se,500000,image/1473.png,0,This Flat In Kalabagan Is Up For Sale With An Area Of 1560 Sq. ft,78,2021-01-15 15:08:13.753592
